Date,SQZ_On,RSI_7,J,K,Daily_Range,RSI_14,Volatilidade14,ATR_14,ATR_7,BBstd,Volatilidade30,Log_Retorno_t-1,JanelaMedia14,Upper_Shadow,Lower_Shadow,Real_Body
2019-07-05,0,77.90532963713365,96.8854888840441,90.00012527115209,0.4821937506873333,70.61523157974261,0.012667592189573333,0.48295749231789237,0.47861932776080607,0.6331531252769862,0.01308137775563414,0.011419601332036374,22.25331919533866,0.030908359233709604,0.1050936095371604,0.34619178191646327
2019-07-12,0,48.183497334096764,49.266863405462686,70.82658578255797,0.618201226670763,57.1464633090234,0.011455181146079262,0.46623650967265284,0.49102871999904096,0.6864825400740531,0.012178355705982939,-0.0013451769788890458,22.598984037126815,0.006184269109880347,0.0,-0.6120169575608827
2019-07-19,0,46.480991481853856,40.84587247940547,52.2909492609863,0.5440159024936015,53.227219593196054,0.013466821845978232,0.46365032030158737,0.45216922144332067,0.34801977722895366,0.013359148481565547,0.026299334283953143,22.702523912702286,0.1236386808032357,0.0,-0.42037722169036584
2019-07-26,1,51.42314196504357,37.735136585538015,49.86065318883911,0.6614754383483508,54.387698569447764,0.01626575603108178,0.5016246877972412,0.6155489191491286,0.30447571408696905,0.014847181867668995,-0.03127411039133041,22.78244822365897,0.14218628493401653,0.2905542438992299,0.22873490951510433
2019-08-02,0,31.663412176558865,-6.425839079472141,16.583574194149808,0.38344975530276315,40.56505164619679,0.019331562723819026,0.5795996565217786,0.6990838164520093,0.5154468919255226,0.01573935229038827,0.002153066972743741,22.471586227416992,0.1236945577581352,0.2164635296839741,-0.04329166786065386
2019-08-09,0,58.78277869271201,90.10491817334186,59.854760083070516,0.40200541178871063,54.7941641287593,0.021035967898306616,0.6384272892653671,0.6215616700843606,0.5541953148886939,0.017014042778178234,0.005420322052922848,22.33239378247942,0.006184339308813236,0.2288335303793403,-0.1669875421005571
2019-08-16,0,42.259428059565685,27.93183432939324,37.30135724307693,0.4618651384189647,45.10477802229225,0.02295145191091364,0.6304292908239982,0.5430845877665013,0.5928402466006494,0.019065885670731454,-0.0028531159264195646,21.962622233799525,0.03796210011728007,0.13919259717804167,-0.28471044112364297
2019-08-23,0,29.8565978943942,-1.264640916209352,16.017458988297562,0.6137097355718915,38.05492246399516,0.02065462393391757,0.5903847276871392,0.5084067142280014,0.5835343732434343,0.019082938036204967,-0.015971963764087268,21.86775725228446,0.47451842523489773,0.10123052658667575,0.03796078375031797
2019-08-30,0,48.776538750200004,55.408087868090064,38.05288215952652,0.4934995027612672,46.00741563719372,0.011730684657559975,0.5279762704560823,0.5450181986323902,0.5384616700998487,0.018155166673080165,0.0052948167124739,21.482451575142996,0.0189797289989464,0.10123185852487993,-0.37328791523744087
2019-09-06,0,69.17505269066669,91.83126142893639,57.51932538588147,0.6203118985087421,57.8589614737966,0.015882486938769133,0.5654546468072488,0.6066795836178456,0.46688618899695533,0.018927939594431873,0.028011040855567847,21.327331134251185,0.03797757483339126,0.0,0.5823343236753509
